,hlasy abs,hlasy procenta,mandat,navrhujici strana,politicka prislusnost,poradi ve strane,poradi zvoleni,prijmeni jmeno,rok,strana cislo,strana nazev,tituly,vek
595,3 554,219.0,0,ČSSD,ČSSD,38,32,Hauerová Irena,2006,6,Česká str.sociálně demokrat.,,41
596,7 695,235.0,0,ODS,ODS,36,24,Havelka Jan,2006,3,Občanská demokratická strana,,37
597,3 956,244.0,0,ČSSD,ČSSD,30,24,Havlasová Gabriela,2006,6,Česká str.sociálně demokrat.,,24
598,8 081,247.0,0,ODS,ODS,32,20,Hergesell Vladimír,2006,3,Občanská demokratická strana,PaedDr. ,61
599,2 435,246.0,0,KSČM,BEZPP,30,27,Hlavatá Renáta,2006,7,Komunistická str.Čech a Moravy,,63
600,2 762,215.0,0,SZ,BEZPP,34,30,Hlavničková Marcela,2006,2,Strana zelených,,39
601,8 198,251.0,0,ODS,ODS,29,17,Holek Jozef,2006,3,Občanská demokratická strana,Ing. ,45
602,3 496,273.0,0,SZ,BEZPP,12,8,Horáček Daniel,2006,2,Strana zelených,,34
603,1 944,189.0,0,USZ,DRS,38,35,Horáková Eva,2006,4,Unie pro sport a zdraví,,48
604,1 696,235.0,0,NK,BEZPP,27,25,Hošic Dušan,2006,1,SNK ED a nezávislí společně,,47
605,1 820,252.0,0,NK,BEZPP,11,9,Hozáková Iveta,2006,1,SNK ED a nezávislí společně,,33
606,6 436,271.0,0,SOS,SOS,20,10,Hron Michal,2006,8,SOS pro Liberec,RNDr. ,57
607,4 464,276.0,1,ČSSD,ČSSD,3,3,Hruša František,2006,6,Česká str.sociálně demokrat.,Ing. ,57
608,2 214,307.0,0,SNK ED,SNK ED,7,5,Hruška Pavel,2006,1,SNK ED a nezávislí společně,,53
609,2 869,224.0,0,SZ,BEZPP,33,29,Hubička Tomáš,2006,2,Strana zelených,,24
610,1 814,251.0,0,SNK ED,SNK ED,12,10,Hurych Ladislav,2006,1,SNK ED a nezávislí společně,,39
611,6 095,257.0,0,KDU-ČSL,KDU-ČSL,21,11,Hušek Martin,2006,8,SOS pro Liberec,Ing. ,42
612,1 667,231.0,0,SNK ED,SNK ED,21,19,Chovaneček Jan,2006,1,SNK ED a nezávislí společně,,54
613,2 650,267.0,0,KSČM,BEZPP,8,5,Jágr Rudolf,2006,7,Komunistická str.Čech a Moravy,Ing. ,63
614,4 114,402.0,1,USZ,BEZPP,9,1,Janata Jiří,2006,4,Unie pro sport a zdraví,MUDr. ,53
615,3 896,241.0,0,ČSSD,ČSSD,33,27,Janata Milan,2006,6,Česká str.sociálně demokrat.,,43
616,3 435,268.0,0,SZ,BEZPP,16,12,Janďourek Jiří,2006,2,Strana zelených,Ing. ,31
617,157,813.0,0,NEZ/DEM,SŽJ,4,,Janeček Jiří,2006,5,NEZ.DEMOKRATÉ(předs.V.Železný),,57
618,7 803,239.0,0,ODS,ODS,35,23,Jankovský Lukáš,2006,3,Občanská demokratická strana,,26
619,8 832,270.0,0,ODS,ODS,15,3,Janoušek Radko,2006,3,Občanská demokratická strana,MUDr. ,62
620,8 471,259.0,1,ODS,ODS,7,7,Jarošová Naděžda,2006,3,Občanská demokratická strana,,50
621,8 647,265.0,1,ODS,ODS,5,5,Jech Ctibor,2006,3,Občanská demokratická strana,,57
622,196,2525.0,0,"""KČ""","""KČ""",2,,Jelen Bedřich Antonín,2006,9,Koruna Česká (monarch.strana),,56
623,2 251,220.0,0,USZ,USZ,19,16,Jelínková Emília,2006,4,Unie pro sport a zdraví,,52
624,2 274,222.0,0,USZ,BEZPP,34,31,Jeřábek Petr,2006,4,Unie pro sport a zdraví,Mgr. ,40
625,281,6189.0,0,ODA,ODA,2,,Ježek Aleš,2006,10,Občanská demokratická aliance,Ing. ,56
626,1 959,271.0,0,NK,BEZPP,14,12,Jiránek Pavel,2006,1,SNK ED a nezávislí společně,Ing. ,38
627,3 451,269.0,0,SZ,BEZPP,8,5,Jiroudek Jiří,2006,2,Strana zelených,,57
628,8 761,268.0,1,ODS,ODS,3,3,Jozífková Naděžda,2006,3,Občanská demokratická strana,,45
629,2 360,327.0,0,SNK ED,SNK ED,2,2,Kabátek Bohuslav,2006,1,SNK ED a nezávislí společně,Ing. ,43
630,141,730.0,0,NEZ/DEM,BEZPP,8,,Kačerová Jolana,2006,5,NEZ.DEMOKRATÉ(předs.V.Železný),,53
631,8 600,263.0,0,ODS,ODS,21,9,Kadlas Zdeněk,2006,3,Občanská demokratická strana,RNDr. ,45
632,2 530,255.0,0,KSČM,BEZPP,20,17,Karásková Lucie,2006,7,Komunistická str.Čech a Moravy,,26
633,4 358,269.0,1,ČSSD,ČSSD,4,4,Kašparová Jana,2006,6,Česká str.sociálně demokrat.,,56
634,8 938,274.0,1,ODS,ODS,1,1,Kittner Jiří,2006,3,Občanská demokratická strana,Ing. ,43
635,2 554,258.0,0,KSČM,BEZPP,15,12,Klikarová Kateřina,2006,7,Komunistická str.Čech a Moravy,,22
636,2 978,232.0,0,SZ,BEZPP,25,21,Knopová Miluše,2006,2,Strana zelených,,52
637,3 860,377.0,1,USZ,USZ,4,3,Kocumová Zuzana,2006,4,Unie pro sport a zdraví,Bc. ,27
638,7 973,336.0,1,SOS,SOS,1,1,Kočárková Eva,2006,8,SOS pro Liberec,Ing. ,63
639,2 475,250.0,0,KSČM,KSČM,24,21,Kočová Marie,2006,7,Komunistická str.Čech a Moravy,,72
640,2 360,230.0,0,USZ,BEZPP,31,28,Kohoutová Ladislava,2006,4,Unie pro sport a zdraví,Mgr. ,55
641,1 329,184.0,0,NK,BEZPP,38,36,Kochan Lukáš,2006,1,SNK ED a nezávislí společně,,23
642,7 211,221.0,0,ODS,ODS,39,27,Kolářová Eva,2006,3,Občanská demokratická strana,MUDr. ,37
643,6 932,292.0,1,US-DEU,BEZPP,10,4,Kolomá Ivanka,2006,8,SOS pro Liberec,MUDr. ,59
644,6 123,258.0,0,SOS,BEZPP,13,4,Kolomazník Stanislav,2006,8,SOS pro Liberec,,18
645,1 661,230.0,0,NK,BEZPP,26,24,Kolomazníková Veronika,2006,1,SNK ED a nezávislí společně,,29
646,6 036,254.0,0,SOS,BEZPP,28,18,Kondášová Jana,2006,8,SOS pro Liberec,Ing. ,47
647,8 816,270.0,1,ODS,ODS,10,10,Konšelová Hana,2006,3,Občanská demokratická strana,,42
648,4 629,361.0,1,SZ,SZ,6,1,Korytář Jan,2006,2,Strana zelených,Mgr. ,34
649,2 167,218.0,0,KSČM,KSČM,39,36,Kořízek Jaroslav,2006,7,Komunistická str.Čech a Moravy,,72
650,1 397,193.0,0,NK,BEZPP,37,35,Kos Petr,2006,1,SNK ED a nezávislí společně,,45
651,1 599,221.0,0,NK,BEZPP,30,28,Košťál Jan,2006,1,SNK ED a nezávislí společně,,45
652,2 923,228.0,0,SZ,BEZPP,27,23,Kottová Marta,2006,2,Strana zelených,,77
653,8 347,255.0,0,ODS,ODS,25,13,Koutník Radim,2006,3,Občanská demokratická strana,,33
654,2 250,219.0,0,USZ,DRS,17,14,Kovačičová Alena,2006,4,Unie pro sport a zdraví,,52
655,5 299,223.0,0,SOS,BEZPP,39,29,Kovář Zdeněk,2006,8,SOS pro Liberec,Prof. Ing. CSc.,76
656,5 470,230.0,0,SOS,BEZPP,37,27,Kozák Miroslav,2006,8,SOS pro Liberec,RNDr. ,55
657,2 370,231.0,0,USZ,USZ,16,13,Kožešník Ivan,2006,4,Unie pro sport a zdraví,,76
658,6 547,276.0,0,SOS,SOS,15,6,Kracík Vladimír,2006,8,SOS pro Liberec,MUDr. ,44
659,2 578,251.0,0,USZ,USZ,11,8,Kračmar Zdeněk,2006,4,Unie pro sport a zdraví,Ing. ,46
660,1 867,258.0,0,NK,BEZPP,16,14,Krákorová Petra,2006,1,SNK ED a nezávislí společně,,20
661,4 069,317.0,0,SZ,SZ,2,1,Krčmář Miloš,2006,2,Strana zelených,Bc. ,34
662,2 864,279.0,0,USZ,USZ,20,17,Krobot Petr,2006,4,Unie pro sport a zdraví,MVDr. ,62
663,4 269,264.0,0,ČSSD,ČSSD,19,13,Kroll Martin,2006,6,Česká str.sociálně demokrat.,Bc. ,41
664,8 657,265.0,0,ODS,ODS,19,7,Krutský Jaroslav,2006,3,Občanská demokratická strana,MUDr. ,52
665,5 826,245.0,0,NK,BEZPP,31,21,Kubát Jiří,2006,8,SOS pro Liberec,,53
666,5 933,250.0,0,KDU-ČSL,KDU-ČSL,25,15,Kubín Stanislav,2006,8,SOS pro Liberec,,63
667,8 394,257.0,0,ODS,ODS,22,10,Kubínová Olga,2006,3,Občanská demokratická strana,,39
668,8 564,262.0,0,ODS,ODS,16,4,Kubr Zdeněk,2006,3,Občanská demokratická strana,MUDr. ,50
669,2 741,214.0,0,SZ,BEZPP,35,31,Kuklová Alena,2006,2,Strana zelených,,27
670,5 838,246.0,0,SOS,SOS,29,19,Kvapil Vítězslav,2006,8,SOS pro Liberec,,59
671,4 109,254.0,0,ČSSD,ČSSD,26,20,Lajtkep Petr,2006,6,Česká str.sociálně demokrat.,Ing. ,51
672,4 044,250.0,0,ČSSD,ČSSD,27,21,Liška Jan,2006,6,Česká str.sociálně demokrat.,,48
673,4 195,259.0,0,ČSSD,ČSSD,17,11,Lišková Ilona,2006,6,Česká str.sociálně demokrat.,,46
674,5 467,230.0,0,SOS,SOS,36,26,Löffler Filip,2006,8,SOS pro Liberec,,24
675,2 174,301.0,0,SNK ED,SNK ED,10,7,Lufinka Tomáš,2006,1,SNK ED a nezávislí společně,Ing. ,41
676,2 894,292.0,1,KSČM,KSČM,1,2,Lysáková Dana,2006,7,Komunistická str.Čech a Moravy,Mgr. ,50
677,2 844,287.0,1,KSČM,BEZPP,4,3,Mach Jan,2006,7,Komunistická str.Čech a Moravy,RNDr. ,53
678,2 183,302.0,0,SNK ED,SNK ED,8,6,Macháček Ivan,2006,1,SNK ED a nezávislí společně,Ing. ,42
679,1 542,213.0,0,NK,BEZPP,32,30,Machaň Radovan,2006,1,SNK ED a nezávislí společně,,38
680,3 241,253.0,0,SZ,BEZPP,13,9,Machatá Radomíra,2006,2,Strana zelených,,45
681,3 032,236.0,0,SZ,BEZPP,22,18,Machotka David,2006,2,Strana zelených,,37
682,3 417,333.0,0,USZ,BEZPP,6,2,Maier Ladislav,2006,4,Unie pro sport a zdraví,,40
683,2 788,281.0,0,KSČM,BEZPP,6,3,Majovský Štefan,2006,7,Komunistická str.Čech a Moravy,Ing. ,54
684,2 355,237.0,0,KSČM,BEZPP,36,33,Malinská Hana,2006,7,Komunistická str.Čech a Moravy,,56
685,2 877,281.0,0,USZ,USZ,26,23,Malý Otakar,2006,4,Unie pro sport a zdraví,MUDr. ,68
686,2 232,218.0,0,USZ,BEZPP,37,34,Martinec Jindřich,2006,4,Unie pro sport a zdraví,PaedDr. ,51
687,4 254,263.0,0,ČSSD,ČSSD,13,7,Martišová Monika,2006,6,Česká str.sociálně demokrat.,,29
688,2 587,261.0,0,KSČM,KSČM,13,10,Matějka Miroslav,2006,7,Komunistická str.Čech a Moravy,,48
689,8 340,255.0,0,ODS,ODS,26,14,Mejstřík Jaroslav,2006,3,Občanská demokratická strana,Ing. ,32
690,1 680,232.0,0,NK,BEZPP,22,20,Mesárošová Lucie,2006,1,SNK ED a nezávislí společně,,27
691,2 937,296.0,1,KSČM,KSČM,2,1,Morávek Jaroslav,2006,7,Komunistická str.Čech a Moravy,Ing. ,72
692,4 305,336.0,1,SZ,BEZPP,3,3,Morávková Květoslava,2006,2,Strana zelených,Mgr. ,40
693,167,865.0,0,NEZ/DEM,BEZPP,5,,Mrázová Jana,2006,5,NEZ.DEMOKRATÉ(předs.V.Železný),,32
694,6 516,275.0,1,US-DEU,US-DEU,6,7,Mrklas Radomil,2006,8,SOS pro Liberec,Ing. ,45
695,6 113,258.0,0,VPM,BEZPP,23,13,Mrugalová Dagmar,2006,8,SOS pro Liberec,PhDr. ,55
696,1 879,260.0,0,SNK ED,SNK ED,15,13,Nácovský Martin,2006,1,SNK ED a nezávislí společně,,31
697,2 418,244.0,0,KSČM,KSČM,33,30,Navrátil Zdeněk,2006,7,Komunistická str.Čech a Moravy,,63
698,2 508,253.0,0,KSČM,BEZPP,21,18,Navrátilová Jaroslava,2006,7,Komunistická str.Čech a Moravy,,54
699,2 507,245.0,0,USZ,BEZPP,25,22,Nedvěd Jaroslav,2006,4,Unie pro sport a zdraví,,61
700,1 631,226.0,0,NK,BEZPP,28,26,Neumann Daniel,2006,1,SNK ED a nezávislí společně,,35
701,2 256,220.0,0,USZ,BEZPP,32,29,Niklová Helena,2006,4,Unie pro sport a zdraví,,35
702,4 364,270.0,0,ČSSD,ČSSD,16,10,Novák Ilja,2006,6,Česká str.sociálně demokrat.,Mgr. ,53
703,3 137,245.0,0,SZ,BEZPP,15,11,Novotná Jaroslava,2006,2,Strana zelených,,35
704,2 088,204.0,0,USZ,BEZPP,36,33,Novotný Karel,2006,4,Unie pro sport a zdraví,Ing. ,62
705,2 315,226.0,0,USZ,BEZPP,24,21,Novotný Pavel,2006,4,Unie pro sport a zdraví,Ing. ,44
706,2 607,361.0,1,NK,BEZPP,6,2,Olivová Jarmila,2006,1,SNK ED a nezávislí společně,MUDr. ,63
707,8 641,264.0,1,ODS,ODS,6,6,Olyšar Petr,2006,3,Občanská demokratická strana,Ing. ,30
708,4 146,256.0,0,ČSSD,ČSSD,18,12,Oplt Jiří,2006,6,Česká str.sociálně demokrat.,,48
709,3 092,241.0,0,SZ,BEZPP,28,24,Ouhrabka Martin,2006,2,Strana zelených,Mgr. ,25
710,4 058,251.0,0,ČSSD,ČSSD,21,15,Pachta Milan,2006,6,Česká str.sociálně demokrat.,,62
711,4 694,290.0,1,ČSSD,ČSSD,1,2,Palouš Ivo,2006,6,Česká str.sociálně demokrat.,Ing. ,44
712,3 137,245.0,0,SZ,BEZPP,23,19,Palušáková Zuzana,2006,2,Strana zelených,Ing. ,40
713,1 704,236.0,0,NK,BEZPP,23,21,Panoš Martin,2006,1,SNK ED a nezávislí společně,,32
714,2 972,232.0,0,SZ,BEZPP,29,25,Párysová Františka,2006,2,Strana zelených,,25
715,3 498,273.0,0,SZ,SZ,9,6,Párysová Věra,2006,2,Strana zelených,,48
716,4 520,279.0,0,ČSSD,ČSSD,15,9,Pavlová Marie,2006,6,Česká str.sociálně demokrat.,Ing. ,62
717,2 672,208.0,0,SZ,BEZPP,38,34,Pažout Jaroslav,2006,2,Strana zelených,PhDr. Ph.D.,32
718,4 271,264.0,0,ČSSD,ČSSD,9,3,Pěnička Zbyněk,2006,6,Česká str.sociálně demokrat.,,55
719,3 712,229.0,0,ČSSD,ČSSD,36,30,Perebyjnisová Simona,2006,6,Česká str.sociálně demokrat.,,31
720,3 125,244.0,0,SZ,BEZPP,24,20,Peřina Ivan,2006,2,Strana zelených,Bc. ,26
721,7 342,225.0,0,ODS,ODS,38,26,Petrášek Tomáš,2006,3,Občanská demokratická strana,,32
722,4 412,273.0,1,ČSSD,ČSSD,5,5,Piňko Ján,2006,6,Česká str.sociálně demokrat.,Ing. ,48
723,2 855,223.0,0,SZ,BEZPP,32,28,Pintíř Jan,2006,2,Strana zelených,,37
724,2 451,239.0,0,USZ,BEZPP,21,18,Piskačová Petra,2006,4,Unie pro sport a zdraví,,30
725,2 354,230.0,0,USZ,BEZPP,35,32,Plodek Jan,2006,4,Unie pro sport a zdraví,,27
726,3 916,305.0,0,SZ,BEZPP,1,2,Polívková Lenka,2006,2,Strana zelených,,35
727,6 485,273.0,0,SOS,BEZPP,19,9,Prade Robert,2006,8,SOS pro Liberec,,34
728,4 275,264.0,0,ČSSD,ČSSD,12,6,Preisler Petr,2006,6,Česká str.sociálně demokrat.,,34
729,6 440,271.0,0,SOS,SOS,16,7,Princ Tomáš,2006,8,SOS pro Liberec,Ing. ,57
730,7 964,244.0,0,ODS,ODS,33,21,Prokůpková Zdenka,2006,3,Občanská demokratická strana,,50
731,4 402,272.0,0,ČSSD,ČSSD,14,8,Příkaský Vít,2006,6,Česká str.sociálně demokrat.,RNDr. ,55
732,2 389,233.0,0,USZ,BEZPP,28,25,Přinda Oldřich,2006,4,Unie pro sport a zdraví,Mgr. ,55
733,3 438,268.0,0,SZ,BEZPP,18,14,Pudil Martin,2006,2,Strana zelených,Mgr. ,34
734,247,1280.0,0,NEZ/DEM,NEZ/DEM,3,,Puhal Jan,2006,5,NEZ.DEMOKRATÉ(předs.V.Železný),Ing. ,56
735,2 660,268.0,0,KSČM,BEZPP,5,2,Putna Břetislav,2006,7,Komunistická str.Čech a Moravy,,47
736,6 227,262.0,0,KDU-ČSL,BEZPP,14,5,Puzrlová Markéta,2006,8,SOS pro Liberec,Mgr. ,29
737,2 191,214.0,0,USZ,USZ,30,27,Quirenzová Květa,2006,4,Unie pro sport a zdraví,,62
738,3 879,379.0,1,USZ,DRS,2,2,Richter Jiří,2006,4,Unie pro sport a zdraví,MUDr. ,48
739,2 371,239.0,0,KSČM,KSČM,35,32,Richterová Jitka,2006,7,Komunistická str.Čech a Moravy,,61
740,7 271,306.0,1,SOS,SOS,3,2,Rosenbergová Věra,2006,8,SOS pro Liberec,Mgr. ,43
741,6 478,273.0,0,SOS,SOS,27,17,Rozkovcová Jitka,2006,8,SOS pro Liberec,MUDr. ,66
742,1 502,208.0,0,NK,BEZPP,36,34,Rudolfová Věra,2006,1,SNK ED a nezávislí společně,,33
743,2 598,262.0,0,KSČM,BEZPP,10,7,Samšiňák Přemysl,2006,7,Komunistická str.Čech a Moravy,,56
744,2 491,194.0,0,SZ,BEZPP,39,35,Sanetrník David,2006,2,Strana zelených,Mgr. ,32
745,4 326,267.0,1,ČSSD,ČSSD,6,6,Sepp Martin,2006,6,Česká str.sociálně demokrat.,,34
746,2 474,241.0,0,USZ,BEZPP,23,20,Schovánková Zdeňka,2006,4,Unie pro sport a zdraví,,50
747,4 080,252.0,0,ČSSD,ČSSD,24,18,Skalník Jan,2006,6,Česká str.sociálně demokrat.,,55
748,8 533,261.0,0,ODS,ODS,17,5,Slabý Libor,2006,3,Občanská demokratická strana,Ing. ,39
749,4 078,252.0,0,ČSSD,ČSSD,22,16,Slánský Ladislav,2006,6,Česká str.sociálně demokrat.,,25
750,3 678,227.0,0,ČSSD,ČSSD,37,31,Smrkovský Václav,2006,6,Česká str.sociálně demokrat.,,63
751,173,3810.0,0,ODA,ODA,1,,Stanka Karel,2006,10,Občanská demokratická aliance,,56
752,2 593,262.0,0,KSČM,KSČM,11,8,Stolín Jiří,2006,7,Komunistická str.Čech a Moravy,,57
753,2 559,258.0,0,KSČM,KSČM,17,14,Stolín Miroslav,2006,7,Komunistická str.Čech a Moravy,,36
754,1 768,245.0,0,SNK ED,SNK ED,18,16,Suchánek Viktor,2006,1,SNK ED a nezávislí společně,,31
755,2 450,247.0,0,KSČM,BEZPP,31,28,Suchomel Zdeněk,2006,7,Komunistická str.Čech a Moravy,,66
756,8 230,252.0,0,ODS,ODS,28,16,Sušický Ivo,2006,3,Občanská demokratická strana,Ing. ,71
757,2 565,250.0,0,USZ,BEZPP,14,11,Svatošová Barbora,2006,4,Unie pro sport a zdraví,,35
758,2 768,279.0,0,KSČM,BEZPP,3,1,Svoboda Antonín,2006,7,Komunistická str.Čech a Moravy,Ing. ,46
759,2 479,250.0,0,KSČM,BEZPP,28,25,Svoboda Ivo,2006,7,Komunistická str.Čech a Moravy,,44
760,6 413,270.0,1,KDU-ČSL,KDU-ČSL,8,9,Svoboda Kamil Jan,2006,8,SOS pro Liberec,,27
761,2 631,265.0,0,KSČM,BEZPP,7,4,Šámal Aleš,2006,7,Komunistická str.Čech a Moravy,,53
762,8 839,270.0,1,ODS,ODS,11,11,Šámal Vladimír,2006,3,Občanská demokratická strana,MUDr. ,37
763,8 197,251.0,0,ODS,ODS,27,15,Šaral Karel,2006,3,Občanská demokratická strana,Ing. ,75
764,328,1700.0,0,NEZ/DEM,NEZ/DEM,1,,Šašková Miroslava,2006,5,NEZ.DEMOKRATÉ(předs.V.Železný),Mgr. ,42
765,2 549,257.0,0,KSČM,KSČM,16,13,Šedivý Alexandr,2006,7,Komunistická str.Čech a Moravy,,43
766,3 868,302.0,0,SZ,BEZPP,10,3,Šedlbauer Josef,2006,2,Strana zelených,"Doc., Ing. Ph.D.",37
767,7 995,245.0,0,ODS,ODS,34,22,Šídová Marta,2006,3,Občanská demokratická strana,,27
768,5 887,248.0,0,VPM,BEZPP,30,20,Šimáčková Edita,2006,8,SOS pro Liberec,,66
769,4 712,291.0,1,ČSSD,ČSSD,2,1,Šír Milan,2006,6,Česká str.sociálně demokrat.,,49
770,4 075,252.0,0,ČSSD,ČSSD,25,19,Šírová Venuše,2006,6,Česká str.sociálně demokrat.,,20
771,7 179,303.0,1,Suveren.,BEZPP,2,3,Šolc Jiří,2006,8,SOS pro Liberec,,28
772,2 416,244.0,0,KSČM,KSČM,34,31,Šona Miroslav,2006,7,Komunistická str.Čech a Moravy,,59
773,6 709,283.0,1,KDU-ČSL,KDU-ČSL,4,5,Šourek Petr,2006,8,SOS pro Liberec,Ing. ,61
774,2 121,207.0,0,USZ,BEZPP,33,30,Špidlen Emil,2006,4,Unie pro sport a zdraví,,70
775,1 407,195.0,0,NK,BEZPP,35,33,Šťastný Břetislav,2006,1,SNK ED a nezávislí společně,,24
776,5 634,237.0,0,VPM,BEZPP,34,24,Štrejl Adolf,2006,8,SOS pro Liberec,,58
777,2 315,226.0,0,USZ,BEZPP,18,15,Štryncl Milan,2006,4,Unie pro sport a zdraví,,68
778,2 435,337.0,0,SNK ED,SNK ED,5,1,Šulc Milan,2006,1,SNK ED a nezávislí společně,Ing. ,40
779,8 683,266.0,0,ODS,ODS,13,1,Šuma Jan,2006,3,Občanská demokratická strana,Ing. ,37
780,3 472,271.0,0,SZ,BEZPP,7,4,Tachovská Zuzana,2006,2,Strana zelených,Mgr. ,36
781,8 581,263.0,0,ODS,ODS,14,2,Tampier Hynek,2006,3,Občanská demokratická strana,,43
782,2 269,229.0,0,KSČM,KSČM,38,35,Tancoš Ernest,2006,7,Komunistická str.Čech a Moravy,,69
783,8 500,260.0,0,ODS,ODS,20,8,Tandler Jan,2006,3,Občanská demokratická strana,,27
784,1 722,238.0,0,NK,BEZPP,29,27,Tichá Dana,2006,1,SNK ED a nezávislí společně,Ing. ,39
785,2 351,229.0,0,USZ,BEZPP,22,19,Toman Jaroslav,2006,4,Unie pro sport a zdraví,Ing. ,43
786,6 353,268.0,0,NK,BEZPP,12,3,Tomínová Petra,2006,8,SOS pro Liberec,,37
787,3 983,246.0,0,ČSSD,ČSSD,28,22,Touš Jiří,2006,6,Česká str.sociálně demokrat.,,69
788,4 486,277.0,0,ČSSD,ČSSD,8,2,Trsová Eva,2006,6,Česká str.sociálně demokrat.,JUDr. ,43
789,4 008,248.0,0,ČSSD,ČSSD,29,23,Trušinová Miloslava,2006,6,Česká str.sociálně demokrat.,,51
790,2 316,234.0,0,KSČM,KSČM,37,34,Tůmová Věra,2006,7,Komunistická str.Čech a Moravy,,71
791,3 196,249.0,0,SZ,BEZPP,19,15,Tvrzníková Lenka,2006,2,Strana zelených,,26
792,2 498,252.0,0,KSČM,KSČM,22,19,Ullrich Jindřich,2006,7,Komunistická str.Čech a Moravy,,59
793,2 484,251.0,0,KSČM,KSČM,25,22,Ullrich Milan,2006,7,Komunistická str.Čech a Moravy,,55
794,2 472,249.0,0,KSČM,KSČM,26,23,Urbánková Marie,2006,7,Komunistická str.Čech a Moravy,,59
795,2 662,260.0,0,USZ,USZ,8,7,Vacková Jana,2006,4,Unie pro sport a zdraví,,49
796,4 338,338.0,1,SZ,SZ,4,2,Václavík David,2006,2,Strana zelených,PhDr. Ph.D.,31
797,1 898,263.0,0,SNK ED,SNK ED,9,8,Vaner Karel,2006,1,SNK ED a nezávislí společně,,61
798,2 553,257.0,0,KSČM,KSČM,19,16,Vaňková Hana,2006,7,Komunistická str.Čech a Moravy,,57
799,6 370,268.0,0,NK,BEZPP,22,12,Vejvarová Hana,2006,8,SOS pro Liberec,MUDr. ,62
800,136,705.0,0,NEZ/DEM,BEZPP,6,,Velechovská Jana,2006,5,NEZ.DEMOKRATÉ(předs.V.Železný),,64
801,4 151,256.0,0,ČSSD,ČSSD,23,17,Vereščák Michal,2006,6,Česká str.sociálně demokrat.,Bc. ,24
802,3 229,315.0,0,USZ,USZ,1,4,Veselka Jiří,2006,4,Unie pro sport a zdraví,Ing. ,47
803,8 575,262.0,1,ODS,ODS,8,8,Veverka Jan,2006,3,Občanská demokratická strana,,30
804,1 528,211.0,0,NK,BEZPP,33,31,Víc Bohumil,2006,1,SNK ED a nezávislí společně,,52
805,2 977,232.0,0,SZ,BEZPP,26,22,Vimmer Ctibor,2006,2,Strana zelených,,47
806,6 563,277.0,0,VPM,BEZPP,18,8,Vohlídalová Věra,2006,8,SOS pro Liberec,Mgr. ,64
807,5 612,236.0,0,SOS,SOS,35,25,Vojáčková Radka,2006,8,SOS pro Liberec,,33
808,8 587,263.0,1,ODS,ODS,12,12,Vojtíšek Vladimír,2006,3,Občanská demokratická strana,Ing. ,47
809,1 734,240.0,0,NK,BEZPP,20,18,Vojtková Marie,2006,1,SNK ED a nezávislí společně,,38
810,2 613,264.0,0,KSČM,KSČM,9,6,Voldřich Milan,2006,7,Komunistická str.Čech a Moravy,,51
811,2 881,225.0,0,SZ,BEZPP,31,27,Vorlíčková Michaela,2006,2,Strana zelených,,31
812,3 079,240.0,0,SZ,BEZPP,30,26,Vrabec Vladimír,2006,2,Strana zelených,Mgr. ,27
813,135,699.0,0,NEZ/DEM,BEZPP,9,,Vrátný Bohumil,2006,5,NEZ.DEMOKRATÉ(předs.V.Železný),,71
814,206,2654.0,0,"""KČ""","""KČ""",4,,Vrbová Zuzana,2006,9,Koruna Česká (monarch.strana),,33
815,4 473,276.0,0,ČSSD,BEZPP,7,1,Vrkoč Ivo,2006,6,Česká str.sociálně demokrat.,MUDr. ,47
816,3 785,234.0,0,ČSSD,ČSSD,35,29,Wildner Michal,2006,6,Česká str.sociálně demokrat.,,25
817,6 272,264.0,0,SOS,SOS,9,1,Winter Josef,2006,8,SOS pro Liberec,Ing. ,71
818,2 545,257.0,0,KSČM,KSČM,14,11,Zelinková Ludmila,2006,7,Komunistická str.Čech a Moravy,,59
819,8 458,259.0,0,ODS,ODS,18,6,Zeronik Jiří,2006,3,Občanská demokratická strana,,30
820,389,2016.0,0,NEZ/DEM,BEZPP,2,,Zeronik Pavel,2006,5,NEZ.DEMOKRATÉ(předs.V.Železný),Mgr. ,28
821,1 802,249.0,0,SNK ED,SNK ED,17,15,Zikmund Miroslav,2006,1,SNK ED a nezávislí společně,,47
822,3 335,206.0,0,ČSSD,ČSSD,39,33,Zwiener Rudolf,2006,6,Česká str.sociálně demokrat.,,60
823,8 345,255.0,0,ODS,ODS,23,11,Židek Petr,2006,3,Občanská demokratická strana,,37
824,6 191,246.0,0,NK,BEZPP,19,9,Abel Daniel Tibor,2010,2,Změna pro Liberec,Ing. ,46
825,209,224.0,0,SPOZ,BEZPP,29,,Abrt Přemysl,2010,11,Strana Práv Občanů ZEMANOVCI,,38
826,8 467,337.0,1,NK,BEZPP,2,2,Absolonová Kateřina,2010,2,Změna pro Liberec,MUDr. ,44
827,1 140,240.0,0,DRS,BEZPP,11,,Andreasová Hana,2010,7,Demokratická regionální strana,,27
828,1 184,272.0,0,SOS,BEZPP,14,,Antuš Jan,2010,9,SOS - Liberecký zastupitel,Mgr. ,50
829,783,179.0,0,SOS,BEZPP,35,,Baba Jan,2010,9,SOS - Liberecký zastupitel,MVDr. ,51
830,2 038,240.0,0,USZ,USZ,25,22,Bahníková Štefania,2010,1,Unie pro sport a zdraví,Ing. ,57
