,hlasy abs,hlasy procenta,mandat,navrhujici strana,politicka prislusnost,poradi ve strane,poradi zvoleni,prijmeni jmeno,rok,strana cislo,strana nazev,tituly,vek
1137,1 846,218.0,0,USZ,BEZPP,28,25,Riegerová Alena,2010,1,Unie pro sport a zdraví,PhDr. ,48
1138,2 416,509.0,0,DRS,DRS,6,,Richter Jiří,2010,7,Demokratická regionální strana,MUDr. ,52
1139,1 919,216.0,0,VV,BEZPP,34,31,Rohlenová Kateřina,2010,6,Věci veřejné,,30
1140,6 161,300.0,1,ČSSD,ČSSD,1,1,Rosenbergová Martina,2010,8,Česká str.sociálně demokrat.,,44
1141,5 594,342.0,1,NK,BEZPP,2,2,Rosenbergová Věra,2010,12,Liberec občanům,Mgr. ,47
1142,6 166,245.0,0,NK,BEZPP,24,14,Rozkovcová Aneta,2010,2,Změna pro Liberec,Mgr. ,35
1143,4 369,267.0,0,NK,BEZPP,17,11,Rozkovcová Jitka,2010,12,Liberec občanům,MUDr. ,70
1144,3 164,373.0,1,USZ,BEZPP,3,3,Rutkovský Jiří,2010,1,Unie pro sport a zdraví,Ing. ,43
1145,5 370,262.0,0,ČSSD,ČSSD,12,5,Řechtáčková Pavla,2010,8,Česká str.sociálně demokrat.,,43
1146,3 785,231.0,0,NK,BEZPP,27,21,Říhová Dagmar,2010,12,Liberec občanům,,32
1147,215,230.0,0,SPOZ,SPOZ,25,,Sedlický Jiří,2010,11,Strana Práv Občanů ZEMANOVCI,,46
1148,5 660,276.0,1,ČSSD,ČSSD,5,5,Sepp Martin,2010,8,Česká str.sociálně demokrat.,,38
1149,1 940,229.0,0,USZ,BEZPP,11,9,Severýn Václav,2010,1,Unie pro sport a zdraví,,59
1150,5 424,264.0,0,ČSSD,ČSSD,9,2,Skalník Jan,2010,8,Česká str.sociálně demokrat.,,59
1151,2 561,304.0,1,KSČM,BEZPP,3,3,Skřivánková Věra,2010,13,Komunistická str.Čech a Moravy,Mgr. ,56
1152,4 659,227.0,0,ČSSD,ČSSD,37,30,Slánský Ladislav,2010,8,Česká str.sociálně demokrat.,,29
1153,5 432,265.0,0,ČSSD,ČSSD,8,1,Slavíčková Zdeňka,2010,8,Česká str.sociálně demokrat.,Bc. ,31
1154,4 863,237.0,0,ČSSD,ČSSD,34,27,Smrček Jaroslav,2010,8,Česká str.sociálně demokrat.,,57
1155,2 120,251.0,0,KSČM,BEZPP,24,21,Sodomka Lubomír,2010,13,Komunistická str.Čech a Moravy,"prof. RNDr. Ing. DrSc., MDFABI",80
1156,3 957,242.0,0,NK,BEZPP,25,19,Sojka Vlastimil,2010,12,Liberec občanům,Ing. ,45
1157,268,287.0,0,SPOZ,SPOZ,16,,Stejskal Jiří,2010,11,Strana Práv Občanů ZEMANOVCI,,55
1158,5 204,241.0,0,ODS,ODS,33,25,Strádal Petr,2010,3,Občanská demokratická strana,Ing. ,69
1159,581,244.0,0,Suveren.,BEZPP,28,,Studnička Jiří,2010,4,Suverenita-blok J.Bobošíkové,,23
1160,2 354,266.0,0,VV,VV,10,7,Suchánek Viktor,2010,6,Věci veřejné,,35
1161,399,427.0,0,SPOZ,SPOZ,5,,Surmajová Monika,2010,11,Strana Práv Občanů ZEMANOVCI,,33
1162,5 085,235.0,0,ODS,ODS,35,27,Sušický Ivo,2010,3,Občanská demokratická strana,Ing. ,75
1163,2 305,272.0,0,USZ,BEZPP,8,6,Svatošová Barbora,2010,1,Unie pro sport a zdraví,,39
1164,2 347,278.0,0,KSČM,KSČM,5,2,Svoboda Antonín,2010,13,Komunistická str.Čech a Moravy,Ing. ,50
1165,5 158,315.0,1,KDU-ČSL,KDU-ČSL,3,5,Svoboda Kamil Jan,2010,12,Liberec občanům,,31
1166,546,229.0,0,Suveren.,BEZPP,25,,Svojík Kamil,2010,4,Suverenita-blok J.Bobošíkové,,60
1167,2 128,252.0,0,KSČM,BEZPP,20,17,Šámal Aleš,2010,13,Komunistická str.Čech a Moravy,,57
1168,246,263.0,0,SPOZ,SPOZ,23,,Šámal Roman,2010,11,Strana Práv Občanů ZEMANOVCI,,46
1169,5 983,277.0,0,ODS,ODS,13,5,Šámal Vladimír,2010,3,Občanská demokratická strana,MUDr. ,41
1170,2 173,258.0,0,KSČM,KSČM,14,11,Šedivý Alexandr,2010,13,Komunistická str.Čech a Moravy,,47
1171,8 224,327.0,1,SZ,SZ,3,3,Šedlbauer Josef,2010,2,Změna pro Liberec,doc. Ing. PhD.,41
1172,2 272,256.0,0,VV,BEZPP,19,16,Šeliga Karel,2010,6,Věci veřejné,Ing. ,62
1173,2 066,245.0,0,KSČM,KSČM,27,24,Šiftová Anna,2010,13,Komunistická str.Čech a Moravy,,63
1174,5 122,250.0,0,ČSSD,ČSSD,28,21,Šír Karel,2010,8,Česká str.sociálně demokrat.,,44
1175,5 736,279.0,1,ČSSD,ČSSD,3,3,Šír Milan,2010,8,Česká str.sociálně demokrat.,,53
1176,4 613,225.0,0,ČSSD,ČSSD,38,31,Šír Milan,2010,8,Česká str.sociálně demokrat.,,28
1177,1 700,390.0,0,SOS,SOS,4,,Škoda Leoš,2010,9,SOS - Liberecký zastupitel,,57
1178,1 962,231.0,0,USZ,BEZPP,24,21,Škoda Přemek,2010,1,Unie pro sport a zdraví,Ing. ,56
1179,591,248.0,0,Suveren.,BEZPP,15,,Šlechta Emil,2010,4,Suverenita-blok J.Bobošíkové,,63
1180,598,251.0,0,Suveren.,BEZPP,12,,Šlechta Rastislav,2010,4,Suverenita-blok J.Bobošíkové,,36
1181,6 519,399.0,1,SLK,SLK,1,1,Šolc Jiří,2010,12,Liberec občanům,Bc. ,32
1182,858,180.0,0,DRS,BEZPP,36,,Šolc Petr,2010,7,Demokratická regionální strana,,42
1183,2 038,242.0,0,KSČM,KSČM,32,29,Šona Miroslav,2010,13,Komunistická str.Čech a Moravy,,63
1184,5 746,280.0,1,ČSSD,ČSSD,2,2,Šotola Roman,2010,8,Česká str.sociálně demokrat.,,34
1185,5 361,261.0,0,ČSSD,ČSSD,21,14,Šotolová Libuše,2010,8,Česká str.sociálně demokrat.,Mgr. ,56
1186,4 305,263.0,0,KDU-ČSL,KDU-ČSL,9,3,Šourek Petr,2010,12,Liberec občanům,Ing. ,65
1187,1 475,174.0,0,USZ,BEZPP,39,36,Šourek Radim,2010,1,Unie pro sport a zdraví,Ing. ,53
1188,2 199,248.0,0,VV,VV,21,18,Špánová Zuzana,2010,6,Věci veřejné,Mgr. ,49
1189,5 287,258.0,0,ČSSD,ČSSD,17,10,Šplíchal Jaroslav,2010,8,Česká str.sociálně demokrat.,,58
1190,592,249.0,0,Suveren.,BEZPP,30,,Štefek Jiří,2010,4,Suverenita-blok J.Bobošíkové,,43
1191,598,251.0,0,Suveren.,BEZPP,29,,Štěpánková Marie,2010,4,Suverenita-blok J.Bobošíkové,Ing. ,30
1192,2 899,177.0,0,NK,BEZPP,39,33,Štrejl Adolf,2010,12,Liberec občanům,,62
1193,227,243.0,0,SPOZ,BEZPP,31,,Šugar Martin,2010,11,Strana Práv Občanů ZEMANOVCI,,45
1194,3 074,347.0,1,VV,VV,5,2,Šulc Milan,2010,6,Věci veřejné,Ing. ,44
1195,5 670,262.0,0,ODS,ODS,25,17,Šuma Jan,2010,3,Občanská demokratická strana,Ing. ,41
1196,6 398,254.0,0,NK,BEZPP,27,17,Švancar Martin,2010,2,Změna pro Liberec,Ing. ,40
1197,1 364,287.0,0,DRS,BEZPP,3,,Švarcová Michaela,2010,7,Demokratická regionální strana,,21
1198,2 739,309.0,0,VV,VV,2,1,Švejdová Anna,2010,6,Věci veřejné,,29
1199,7 074,281.0,0,SZ,SZ,10,1,Tachovská Zuzana,2010,2,Změna pro Liberec,Mgr. ,40
1200,2 054,244.0,0,KSČM,KSČM,28,25,Tancošová Jana,2010,13,Komunistická str.Čech a Moravy,,67
1201,5 796,268.0,0,ODS,ODS,11,3,Tandler Jan,2010,3,Občanská demokratická strana,,31
1202,580,244.0,0,Suveren.,BEZPP,26,,Thomas Petr,2010,4,Suverenita-blok J.Bobošíkové,,27
1203,6 015,239.0,0,NK,BEZPP,30,20,Tischerová Šárka,2010,2,Změna pro Liberec,Mgr. ,46
1204,4 711,229.0,0,ČSSD,ČSSD,36,29,Touš Jiří,2010,8,Česká str.sociálně demokrat.,,73
1205,606,255.0,0,Suveren.,BEZPP,13,,Uhrová Jiřina,2010,4,Suverenita-blok J.Bobošíkové,,63
1206,1 804,214.0,0,KSČM,KSČM,39,36,Ullrich Jindřich,2010,13,Komunistická str.Čech a Moravy,,63
1207,2 010,238.0,0,KSČM,KSČM,34,31,Ullrich Milan,2010,13,Komunistická str.Čech a Moravy,,59
1208,2 092,248.0,0,KSČM,KSČM,23,20,Urbánková Marie,2010,13,Komunistická str.Čech a Moravy,,63
1209,226,242.0,0,SPOZ,BEZPP,30,,Vacátková Alena,2010,11,Strana Práv Občanů ZEMANOVCI,,55
1210,4 393,214.0,0,ČSSD,ČSSD,39,32,Vacek Roman,2010,8,Česká str.sociálně demokrat.,Ing. ,43
1211,3 874,237.0,0,NK,BEZPP,22,16,Vacík Jan,2010,12,Liberec občanům,,50
1212,1 908,225.0,0,USZ,USZ,18,15,Vacková Jana,2010,1,Unie pro sport a zdraví,,53
1213,5 248,321.0,1,NK,BEZPP,8,4,Václavík David,2010,12,Liberec občanům,doc. PhDr. Ph.D.,35
1214,2 092,248.0,0,KSČM,KSČM,25,22,Valter Karel,2010,13,Komunistická str.Čech a Moravy,,63
1215,1 289,296.0,0,SOS,BEZPP,22,,Vejvarová Hana,2010,9,SOS - Liberecký zastupitel,MUDr. ,66
1216,1 795,378.0,0,DRS,BEZPP,5,,Velechovská Eva,2010,7,Demokratická regionální strana,PhDr. ,54
1217,991,208.0,0,DRS,BEZPP,31,,Velechovská Michaela,2010,7,Demokratická regionální strana,,24
1218,2 302,271.0,0,USZ,USZ,10,8,Veselka Jiří,2010,1,Unie pro sport a zdraví,Ing. MBA ,51
1219,1 935,218.0,0,VV,BEZPP,33,30,Víc Bohumil,2010,6,Věci veřejné,,56
1220,2 356,266.0,0,VV,VV,12,9,Vilhelmová Dagmar,2010,6,Věci veřejné,Mgr. ,42
1221,5 783,230.0,0,SZ,SZ,33,23,Vimmer Ctibor,2010,2,Změna pro Liberec,,51
1222,6 445,256.0,0,NK,BEZPP,14,4,Vízková Dagmar,2010,2,Změna pro Liberec,Bc. ,37
1223,1 389,292.0,0,DRS,BEZPP,9,,Vojáčková Radka,2010,7,Demokratická regionální strana,,37
1224,688,289.0,0,Suveren.,BEZPP,8,,Vojčiniak Jan,2010,4,Suverenita-blok J.Bobošíkové,Bc. ,24
1225,5 584,258.0,0,ODS,ODS,15,7,Vojtíšek Vladimír,2010,3,Občanská demokratická strana,Ing. ,51
1226,2 258,268.0,0,KSČM,KSČM,7,4,Voldřich Milan,2010,13,Komunistická str.Čech a Moravy,,55
1227,1 902,215.0,0,VV,BEZPP,35,32,Vondráček Miroslav,2010,6,Věci veřejné,,25
1228,2 305,273.0,0,KSČM,KSČM,6,3,Vondruška Josef,2010,13,Komunistická str.Čech a Moravy,JUDr. ,62
1229,5 424,264.0,0,ČSSD,ČSSD,13,6,Vorel Lukáš,2010,8,Česká str.sociálně demokrat.,Dipl.-Kfm. ,33
1230,6 209,247.0,0,NK,BEZPP,29,19,Vrabec Vladimír,2010,2,Změna pro Liberec,Mgr. ,31
1231,1 950,220.0,0,VV,VV,36,33,Vrána Jan,2010,6,Věci veřejné,,30
1232,2 187,247.0,0,VV,BEZPP,25,22,Vrána Jiří,2010,6,Věci veřejné,,62
1233,1 066,244.0,0,SOS,SOS,7,,Vrána Václav pplk,2010,9,SOS - Liberecký zastupitel,v.v. ,67
1234,5 576,258.0,0,ODS,ODS,23,15,Vyhnisová Vladimíra,2010,3,Občanská demokratická strana,Ing. ,32
1235,934,214.0,0,SOS,BEZPP,27,,Vyšohlídová Marcela,2010,9,SOS - Liberecký zastupitel,,26
1236,5 254,243.0,0,ODS,ODS,31,23,Wagnerová Václava,2010,3,Občanská demokratická strana,,59
1237,5 269,257.0,0,ČSSD,ČSSD,18,11,Wildner Michal,2010,8,Česká str.sociálně demokrat.,,29
1238,2 194,259.0,0,USZ,BEZPP,12,10,Zákoucký Vít,2010,1,Unie pro sport a zdraví,Mgr. ,32
1239,527,221.0,0,Suveren.,BEZPP,36,,Zavadilová Irena,2010,4,Suverenita-blok J.Bobošíkové,,34
1240,3 897,238.0,0,NK,BEZPP,26,20,Zavoral Jiří,2010,12,Liberec občanům,,35
1241,2 210,262.0,0,KSČM,KSČM,8,5,Zelinková Ludmila,2010,13,Komunistická str.Čech a Moravy,,63
1242,5 610,259.0,0,ODS,ODS,14,6,Zeman Lukáš,2010,3,Občanská demokratická strana,Bc. ,26
1243,1 608,338.0,0,DRS,BEZPP,2,,Zeronik Pavel,2010,7,Demokratická regionální strana,Mgr. ,32
1244,5 077,235.0,0,ODS,ODS,36,28,Zeroniková Lucie,2010,3,Občanská demokratická strana,,32
1245,2 284,258.0,0,VV,BEZPP,14,11,Zikmund Miroslav,2010,6,Věci veřejné,,51
1246,926,212.0,0,SOS,SOS,20,,Zikmund Tomáš,2010,9,SOS - Liberecký zastupitel,,42
1247,244,261.0,0,SPOZ,SPOZ,17,,Žitný Luděk,2010,11,Strana Práv Občanů ZEMANOVCI,,44
1248,2 403,271.0,0,VV,VV,8,5,Žižková Jana,2010,6,Věci veřejné,,52
1249,145,239.0,0,SOS,BEZPP,31,,Absolonová Daniela,2014,7,Str.pro otevřenou společnost,,22
1250,7 449,280.0,1,Změna,BEZPP,6,6,Absolonová Kateřina,2014,4,Změna pro Liberec,MUDr. ,48
1251,463,232.0,0,Svobodní,BEZPP,30,,Adamec Antonín,2014,10,Strana svobodných občanů,,59
1252,4 215,243.0,0,SLK,BEZPP,22,14,Babóová Markéta,2014,3,Starostové pro Liberecký kraj,,34
1253,697,200.0,0,PRO ZS,USZ,38,,Bahníková Štefania,2014,15,PRO Sport a Zdraví,Ing. ,61
1254,1 302,228.0,0,TOP 09,TOP 09,31,29,Balcar Jiří,2014,8,TOP 09,,56
1255,48,238.0,0,SPO,BEZPP,38,,Balogová Mária,2014,14,Strana Práv Občanů,,75
1256,1 453,255.0,0,TOP 09,TOP 09,15,14,Barreto José Ricardo,2014,8,TOP 09,Bc. ,25
1257,526,219.0,0,KDU-ČSL,BEZPP,26,,Barthová Milena,2014,6,KDU-ČSL a nezávislí,,62
1258,401,276.0,0,Úsvit,BEZPP,5,,Bartoš Jan,2014,5,Úsvit přímé demokracie,,70
1259,665,277.0,0,KDU-ČSL,KDU-ČSL,28,,Bartoš Jiří,2014,6,KDU-ČSL a nezávislí,,36
1260,153,253.0,0,SOS,BEZPP,16,,Bartošová Ružena,2014,7,Str.pro otevřenou společnost,,61
1261,2 675,261.0,0,ČSSD,ČSSD,17,13,Bartošová Zuzana,2014,2,Česká str.sociálně demokrat.,Ing. ,43
1262,5 594,297.0,1,ANO,ANO,1,1,Batthyány Tibor,2014,13,ANO 2011,,36
1263,7 656,288.0,1,Zelení,Zelení,2,2,Baxa Jaromír,2014,4,Změna pro Liberec,PhDr. Ph.D.,32
1264,4 163,240.0,0,SLK,BEZPP,30,22,Bažant Pavel,2014,3,Starostové pro Liberecký kraj,Ing. ,56
1265,4 501,239.0,0,ANO,ANO,34,25,Bednář Pavel,2014,13,ANO 2011,Ing. ,46
1266,1 347,236.0,0,TOP 09,TOP 09,24,22,Bek Jan,2014,8,TOP 09,,54
1267,169,279.0,0,SOS,BEZPP,10,,Belková Iveta,2014,7,Str.pro otevřenou společnost,,49
1268,140,231.0,0,SOS,BEZPP,20,,Belková Lucie,2014,7,Str.pro otevřenou společnost,,28
1269,1 578,270.0,0,KSČM,BEZPP,5,3,Beneš Martin,2014,11,Komunistická str.Čech a Moravy,,42
1270,643,227.0,0,NOS,BEZPP,31,,Beranová Marcela,2014,1,Nový směr-společná kandidátka,,48
1271,5 005,289.0,1,SLK,BEZPP,2,5,Berki Jan,2014,3,Starostové pro Liberecký kraj,Mgr. ,33
1272,2 503,244.0,0,ČSSD,ČSSD,30,26,Bernášek Zdeněk,2014,2,Česká str.sociálně demokrat.,,25
1273,92,456.0,0,SPO,SPO,3,,Berný Oldřich,2014,14,Strana Práv Občanů,Mgr. ,35
1274,811,286.0,0,NOS,NOS,4,,Bezucha Michal,2014,1,Nový směr-společná kandidátka,,26
1275,141,233.0,0,SOS,BEZPP,28,,Bielaková Lenka,2014,7,Str.pro otevřenou společnost,,25
1276,4 301,248.0,0,SLK,BEZPP,20,12,Bílková Iveta,2014,3,Starostové pro Liberecký kraj,,45
1277,662,234.0,0,NOS,BEZPP,26,,Bitterlich Jan,2014,1,Nový směr-společná kandidátka,,27
1278,442,222.0,0,Svobodní,Svobodní,35,,Bock Miroslav,2014,10,Strana svobodných občanů,,36
1279,1 481,254.0,0,KSČM,BEZPP,25,23,Bodnarová Lenka,2014,11,Komunistická str.Čech a Moravy,,34
1280,832,238.0,0,PRO ZS,BEZPP,14,,Boháč Karel,2014,15,PRO Sport a Zdraví,,67
1281,1 383,242.0,0,TOP 09,BEZPP,25,23,Böhmová Lenka,2014,8,TOP 09,Ing. ,43
1282,409,282.0,0,Úsvit,BEZPP,6,,Bolechová Lada,2014,5,Úsvit přímé demokracie,Bc. ,26
1283,4 650,247.0,0,ANO,BEZPP,30,21,Bradáč Karel,2014,13,ANO 2011,,42
1284,1 221,214.0,0,TOP 09,BEZPP,36,34,Bradáč Marek,2014,8,TOP 09,,37
1285,1 449,275.0,0,ODS,ODS,8,7,Braun Vladimír MBA,2014,12,Občanská demokratická strana,,47
1286,4 608,266.0,0,SLK,BEZPP,15,7,Brestovanský Petr,2014,3,Starostové pro Liberecký kraj,Mgr. ,44
1287,483,201.0,0,KDU-ČSL,BEZPP,32,,Brezani Michal,2014,6,KDU-ČSL a nezávislí,,23
1288,333,229.0,0,Úsvit,BEZPP,36,,Brodská Monika,2014,5,Úsvit přímé demokracie,,44
1289,533,368.0,0,Úsvit,BEZPP,2,,Brožek Zdeněk,2014,5,Úsvit přímé demokracie,Ing. ,62
1290,1 030,195.0,0,ODS,ODS,39,37,Břeňová Petra,2014,12,Občanská demokratická strana,,35
1291,133,220.0,0,SOS,BEZPP,37,,Budinová Věra,2014,7,Str.pro otevřenou společnost,,67
1292,582,242.0,0,NK,BEZPP,21,,Bukáček Miloš,2014,6,KDU-ČSL a nezávislí,Ing. ,60
1293,5 034,267.0,0,ANO,BEZPP,11,2,Bumba Milan,2014,13,ANO 2011,,54
1294,4 814,255.0,0,ANO,BEZPP,23,14,Burešová Alžbeta,2014,13,ANO 2011,Ing. ,48
1295,6 564,247.0,0,Změna,Změna,28,16,Burešová Martina,2014,4,Změna pro Liberec,Mgr. ,41
1296,1 444,253.0,0,TOP 09,TOP 09,14,13,Burián Petr,2014,8,TOP 09,Ing. ,39
1297,793,280.0,0,NOS,BEZPP,8,,Buzín Tomáš,2014,1,Nový směr-společná kandidátka,,50
1298,1 158,332.0,0,PRO ZS,BEZPP,25,,Bydžovský Marek,2014,15,PRO Sport a Zdraví,MUDr. ,46
1299,1 259,239.0,0,ODS,ODS,29,27,Can Löfflerová Iva,2014,12,Občanská demokratická strana,,48
1300,6 599,248.0,0,Změna,BEZPP,23,11,Cicvárek Martin,2014,4,Změna pro Liberec,Ing. ,48
1301,114,565.0,0,SPO,SPO,2,,Cihlář Jiří,2014,14,Strana Práv Občanů,Ing. ,58
1302,491,204.0,0,KDU-ČSL,KDU-ČSL,37,,Cvejn Jiří,2014,6,KDU-ČSL a nezávislí,,65
1303,1 147,329.0,0,PRO ZS,USZ,12,,Cvrček Stanislav,2014,15,PRO Sport a Zdraví,Mgr. ,60
1304,4 412,255.0,0,SLK,BEZPP,19,11,Cvrček Vladimír,2014,3,Starostové pro Liberecký kraj,Mgr. ,75
1305,4 404,254.0,0,SLK,BEZPP,28,20,Cvrčková Dagmar,2014,3,Starostové pro Liberecký kraj,Mgr. ,60
1306,6 738,253.0,1,Změna,BEZPP,11,11,Čeček Jiří,2014,4,Změna pro Liberec,,58
1307,634,264.0,0,NK,BEZPP,14,,Čechlovská Miloslava,2014,6,KDU-ČSL a nezávislí,PhDr. ,45
1308,2 594,253.0,0,ČSSD,ČSSD,19,15,Čelák Pavel,2014,2,Česká str.sociálně demokrat.,,44
1309,1 459,250.0,0,KSČM,KSČM,28,26,Čeloud Lubomír,2014,11,Komunistická str.Čech a Moravy,,53
1310,265,438.0,0,SOS,BEZPP,5,,Čermáková Petra,2014,7,Str.pro otevřenou společnost,Bc. ,37
1311,524,263.0,0,Svobodní,Svobodní,8,,Černá Gabriela,2014,10,Strana svobodných občanů,Mgr. ,32
1312,1 291,245.0,0,ODS,ODS,28,26,Černohousová Linda,2014,12,Občanská demokratická strana,Mgr. ,36
1313,1 158,203.0,0,TOP 09,TOP 09,37,35,Černý Antonín,2014,8,TOP 09,Ing. ,37
1314,1 544,546.0,0,NOS,NOS,1,,Černý Petr,2014,1,Nový směr-společná kandidátka,Ing. Mgr.,40
1315,725,256.0,0,NOS,BEZPP,11,,Černý Stanislav,2014,1,Nový směr-společná kandidátka,,46
1316,597,299.0,0,Svobodní,Svobodní,2,,Čertík Jan,2014,10,Strana svobodných občanů,Mgr. ,30
1317,6 791,255.0,0,Změna,BEZPP,25,13,Červa Petr,2014,4,Změna pro Liberec,Ing. Ph.D.,33
1318,1 146,201.0,0,TOP 09,TOP 09,38,36,Červená Kateřina,2014,8,TOP 09,Mgr. Ing.,42
1319,1 324,232.0,0,TOP 09,TOP 09,29,27,Červený Tomáš,2014,8,TOP 09,,44
1320,1 762,334.0,1,ODS,ODS,1,1,Červinka Ondřej,2014,12,Občanská demokratická strana,Ing. ,37
1321,546,274.0,0,Svobodní,BEZPP,15,,Česáková Alena,2014,10,Strana svobodných občanů,MVDr. ,52
1322,6 642,250.0,0,Změna,BEZPP,27,15,Činčera Jan,2014,4,Změna pro Liberec,PhDr. Ph.D.,41
1323,366,252.0,0,Úsvit,BEZPP,21,,Čížková Ivana,2014,5,Úsvit přímé demokracie,Bc. ,42
1324,2 913,284.0,1,ČSSD,ČSSD,5,3,Čmuchálek Jan,2014,2,Česká str.sociálně demokrat.,,38
1325,384,235.0,0,NK,BEZPP,23,,Čuban Daniel,2014,9,Liberec ještě žije,,39
1326,380,233.0,0,NK,BEZPP,21,,Čubanová Vlasta,2014,9,Liberec ještě žije,,66
1327,475,238.0,0,Svobodní,BEZPP,28,,Čuka Přemysl,2014,10,Strana svobodných občanů,,27
1328,5 190,275.0,1,ANO,BEZPP,6,6,Čulík Martin,2014,13,ANO 2011,Ing. ,49
1329,760,218.0,0,PRO ZS,BEZPP,33,,Daněk Libor,2014,15,PRO Sport a Zdraví,Ing. ,26
1330,367,225.0,0,AO,BEZPP,24,,Daňková Michaela,2014,9,Liberec ještě žije,,41
1331,1 725,302.0,0,TOP 09,BEZPP,12,4,David Ladislav,2014,8,TOP 09,Ing. arch.,53
1332,598,367.0,0,NK,BEZPP,4,,Děkan Jakub,2014,9,Liberec ještě žije,,22
1333,385,236.0,0,AO,BEZPP,16,,Didi Julius,2014,9,Liberec ještě žije,,33
1334,1 283,243.0,0,ODS,ODS,32,30,Ditrich Martin,2014,12,Občanská demokratická strana,Ing. ,49
1335,1 314,225.0,0,KSČM,KSČM,38,36,Dohnal Stanislav,2014,11,Komunistická str.Čech a Moravy,,73
1336,520,261.0,0,Svobodní,Svobodní,9,,Doležal Petr,2014,10,Strana svobodných občanů,,40
1337,6 874,258.0,0,Zelení,Zelení,16,4,Doležalová Halina,2014,4,Změna pro Liberec,Bc. ,48
1338,451,226.0,0,Svobodní,BEZPP,34,,Doležalová Ilona,2014,10,Strana svobodných občanů,,48
1339,363,250.0,0,Úsvit,BEZPP,12,,Dombrowski Jaroslav,2014,5,Úsvit přímé demokracie,,52
1340,785,277.0,0,NOS,NOS,6,,Dostrašilová Věra,2014,1,Nový směr-společná kandidátka,,50
1341,478,240.0,0,Svobodní,BEZPP,23,,Doubková Andrea,2014,10,Strana svobodných občanů,,41
1342,1 734,304.0,0,TOP 09,TOP 09,11,3,Doubravský Martin,2014,8,TOP 09,,46
1343,146,241.0,0,SOS,BEZPP,29,,Drechslerová Hana,2014,7,Str.pro otevřenou společnost,,39
1344,1 305,248.0,0,ODS,ODS,25,23,Dušátko Jan,2014,12,Občanská demokratická strana,Mgr. ,27
1345,4 884,259.0,0,ANO,BEZPP,18,9,Dušátko Jiří,2014,13,ANO 2011,,41
1346,3 693,213.0,0,SLK,BEZPP,39,31,Dušek Ladislav,2014,3,Starostové pro Liberecký kraj,,71
1347,1 573,276.0,0,TOP 09,TOP 09,10,11,Dušek Martin,2014,8,TOP 09,Ing. ,42
1348,2 515,245.0,0,ČSSD,ČSSD,29,25,Dušek Petr,2014,2,Česká str.sociálně demokrat.,,44
1349,6 819,256.0,0,Změna,BEZPP,14,2,Dvořáčková Alena,2014,4,Změna pro Liberec,Ing. ,57
1350,1 698,487.0,0,PRO ZS,USZ,1,,Dzan Ladislav,2014,15,PRO Sport a Zdraví,MUDr. ,49
1351,1 401,240.0,0,KSČM,KSČM,34,32,Ebert Vladimír,2014,11,Komunistická str.Čech a Moravy,,68
1352,1 665,292.0,0,TOP 09,BEZPP,20,7,Endrych Ladislav,2014,8,TOP 09,MUDr. ,44
1353,4 581,243.0,0,ANO,BEZPP,32,23,Erbenová Miroslava,2014,13,ANO 2011,,49
1354,1 513,287.0,0,ODS,ODS,6,2,Erlebach David,2014,12,Občanská demokratická strana,,30
1355,6 804,256.0,0,Změna,BEZPP,13,1,Felgr Pavel,2014,4,Změna pro Liberec,,42
1356,4 631,267.0,1,SLK,BEZPP,5,7,Ferdan Antonín,2014,3,Starostové pro Liberecký kraj,Mgr. ,27
1357,6 269,236.0,0,Změna,BEZPP,36,24,Fialová Hana,2014,4,Změna pro Liberec,Ing. CSc.,55
1358,1 378,236.0,0,KSČM,KSČM,35,33,Floumová Radmila,2014,11,Komunistická str.Čech a Moravy,,68
1359,2 545,248.0,0,ČSSD,ČSSD,27,23,Fojtík Jan,2014,2,Česká str.sociálně demokrat.,,46
1360,472,237.0,0,Svobodní,BEZPP,33,,Forbelská Nicola,2014,10,Strana svobodných občanů,,18
1361,725,364.0,0,Svobodní,Svobodní,1,,Forbelský David,2014,10,Strana svobodných občanů,,42
1362,357,219.0,0,NK,BEZPP,31,,Formánková Andrea,2014,9,Liberec ještě žije,,23
1363,661,233.0,0,NOS,BEZPP,25,,Fremrová Eva,2014,1,Nový směr-společná kandidátka,,56
1364,1 060,186.0,0,TOP 09,TOP 09,39,37,Fuchs Ladislav,2014,8,TOP 09,Ing. ,55
1365,461,192.0,0,KDU-ČSL,KDU-ČSL,35,,Funke Emil,2014,6,KDU-ČSL a nezávislí,Ing. ,71
1366,1 885,330.0,0,TOP 09,TOP 09,3,1,Gábor František,2014,8,TOP 09,Bc. ,44
1367,5 406,287.0,1,ANO,ANO,2,2,Galnor Filip,2014,13,ANO 2011,Ing. ,36
1368,1 376,261.0,0,ODS,ODS,10,9,Gardoň Jan,2014,12,Občanská demokratická strana,Ing. ,48
1369,4 454,257.0,0,SLK,BEZPP,12,4,Gardoňová Andrea,2014,3,Starostové pro Liberecký kraj,Mgr. ,46
1370,498,250.0,0,Svobodní,BEZPP,18,,Gärtner Eduard,2014,10,Strana svobodných občanů,Bc. ,49
1371,373,228.0,0,NK,BEZPP,27,,Gärtnerová Eva,2014,9,Liberec ještě žije,,77
1372,344,237.0,0,Úsvit,BEZPP,29,,Gottvald Zdeněk,2014,5,Úsvit přímé demokracie,,31
1373,1 524,261.0,0,KSČM,BEZPP,17,15,Grajcar David,2014,11,Komunistická str.Čech a Moravy,,35
